Customer_ID,cluster,recency_days,tenure_days,freq_log,sales_log,profit_signed_log,margin_pct,aov,units_per_order,avg_discount,med_discount,discount_std,discount_p90,pct_lines_discounted,lead_time_mean,return_order_rate,avg_products_returned,proddiv_log,subcatdiv_log,category_diversity,top_category_share,monthly_salary,age,marital_status [1:married/ 0:Single],credit score
AB-10600,0,50,1087,1.6094379124341003,8.009364405974459,-6.275635462656422,-0.17635082932070564,752.0010000000001,17.0,0.35000000000000003,0.30000000000000004,0.2757606861827045,0.7,0.9285714285714286,3.75,0.0,0.0,2.1972245773362196,2.0794415416798357,3,0.6091906792677138,4338.0,36,0,780
AC-10420,0,232,1034,1.3862943611198906,6.831737792558221,-4.1452626195503655,-0.06711406351263782,308.59999999999997,5.666666666666667,0.3,0.3,0.2683281572999748,0.56,1.0,4.0,0.0,0.0,1.791759469228055,1.6094379124341003,2,0.7543227478937136,7262.0,32,0,480
AC-10450,1,11,1144,2.0794415416798357,9.232109495822504,7.872455454941982,0.2566768548004037,1459.8682857142855,7.571428571428571,0.16428571428571428,0.16428571428571428,0.18946618668626836,0.2,0.6153846153846154,3.142857142857143,0.14285714285714285,0.14285714285714285,2.302585092994046,1.9459101490553132,2,0.9250734753174406,3924.0,42,1,420
AC-10615,1,6,830,1.791759469228055,7.8394019033203115,5.703206642229861,0.1177558216422363,507.5371999999999,11.8,0.16166666666666668,0.15,0.18751906221184675,0.2600000000000002,0.3888888888888889,4.4,0.0,0.0,2.9444389791664403,2.5649493574615367,3,0.6251388075593277,3157.0,27,1,360
AC-10660,0,282,889,1.791759469228055,6.744831561686482,-3.5458978341350704,-0.03967543975415244,169.7312,4.0,0.17,0.17,0.09258200997725514,0.3,0.875,3.2,0.0,0.0,1.9459101490553132,1.6094379124341003,3,0.432146829810901,4903.0,44,0,540
AD-10180,1,29,1107,2.1972245773362196,8.717335019780108,7.534190591729975,0.3062004493292811,763.36,5.0,0.0875,0.0875,0.10836246694508317,0.2,0.25,4.125,0.0,0.0,2.5649493574615367,2.0794415416798357,3,0.5180894335569063,4505.0,31,1,360
AF-10870,1,41,713,2.0794415416798357,7.627499598832987,5.765100816577506,0.15488818787787859,293.2725714285715,7.285714285714286,0.2357142857142857,0.2285714285714286,0.260768096208106,0.55,0.5625,5.142857142857143,0.0,0.0,2.833213344056216,2.3978952727983707,3,0.4487819230087271,2101.0,35,1,460
AF-10885,0,415,914,1.6094379124341003,6.759910508384759,-5.100582634701446,-0.1893269805528312,215.39124999999999,9.25,0.3125,0.3125,0.25727509827123995,0.5800000000000001,0.7142857142857143,3.75,0.0,0.0,2.0794415416798357,2.0794415416798357,3,0.7404026393829833,9892.0,27,0,770
AG-10270,1,101,1225,2.302585092994046,8.005211566404867,6.777850559165308,0.2928289580422055,332.83711111111114,11.777777777777779,0.044444444444444446,0.044444444444444446,0.06756639246921763,0.13999999999999987,0.125,2.2222222222222223,0.0,0.0,2.70805020110221,2.302585092994046,3,0.4511542850122883,2676.0,30,0,610
AG-10300,1,118,1225,1.6094379124341003,6.110331439623697,4.391647703405434,0.1774761506425088,112.372,4.25,0.05,0.05,0.10327955589886446,0.2,0.3333333333333333,5.25,0.0,0.0,1.791759469228055,1.791759469228055,2,0.8769088385006941,4242.0,50,1,490
AG-10330,0,8,506,1.791759469228055,6.514185144336915,-1.5500063286646741,-0.0055095866659541255,134.7288,11.2,0.24000000000000005,0.2,0.2496664441476534,0.5299999999999999,0.7,2.6,0.0,0.0,2.302585092994046,2.0794415416798357,3,0.390592063463788,2166.0,28,1,800
AG-10390,1,114,1236,1.791759469228055,5.458291059678084,4.141110456717218,0.2647567780364234,46.7392,8.2,0.14666666666666667,0.18,0.3207944683268259,0.7,0.6363636363636364,3.0,0.2,0.2,2.1972245773362196,1.791759469228055,2,0.9154457072435985,8311.0,32,0,610
AG-10495,1,78,1012,2.1972245773362196,7.7736579907947885,5.7127316444488345,0.12696869853809797,297.01887500000004,12.0,0.1693452380952381,0.15625,0.12901558682973793,0.2,0.9090909090909091,3.75,0.25,0.375,3.091042453358316,2.302585092994046,3,0.6266680863295304,8500.0,49,0,560
AG-10525,0,844,394,1.6094379124341003,7.28347432731716,-5.035401399920893,-0.10498784224192084,363.75949999999995,8.25,0.18000000000000002,0.15000000000000002,0.16666666666666669,0.4,0.5555555555555556,5.75,0.0,0.0,2.302585092994046,2.1972245773362196,3,0.5691219060945487,8893.0,30,1,620
AG-10675,0,97,870,2.0794415416798357,8.180051818973576,-5.391564510665996,-0.06125116997019876,509.7199428571429,9.142857142857142,0.12571428571428572,0.12142857142857144,0.1139917437670765,0.24000000000000005,0.6470588235294118,4.0,0.14285714285714285,0.2857142857142857,2.772588722239781,2.3978952727983707,3,0.8284794821223397,3625.0,32,1,610
AG-10765,0,77,1122,1.6094379124341003,5.145072942613494,-2.2440021355617477,-0.04942433053510292,42.646,5.0,0.375,0.375,0.4219004621945797,0.8,0.6,3.5,0.0,0.0,1.791759469228055,0.6931471805599453,1,1.0,5443.0,27,0,650
AG-10900,1,96,1159,2.3978952727983707,8.53517042821023,5.929755884806921,0.07369054633682662,508.96989999999994,11.3,0.17416666666666666,0.16,0.17567533509808186,0.2400000000000002,0.5925925925925926,3.4,0.2,0.4,3.091042453358316,2.4849066497880004,3,0.5980819297958484,2259.0,28,0,310
AH-10030,1,12,1335,2.0794415416798357,7.522280159278812,6.003668030774154,0.21859298032555852,263.96828571428574,9.142857142857142,0.1,0.1,0.10271051820261912,0.2,0.42857142857142855,3.5714285714285716,0.0,0.0,2.4849066497880004,2.3978952727983707,3,0.4027388571570828,6300.0,34,0,500
AH-10075,1,34,1105,2.3978952727983707,8.479960165503163,5.519599987404749,0.05160338171252454,481.62579999999997,10.9,0.135,0.125,0.1938080915614201,0.3,0.4827586206896552,3.3,0.0,0.0,3.044522437723423,2.4849066497880004,3,0.613732071662274,6721.0,44,0,510
AH-10120,0,60,1200,2.0794415416798357,7.830474901184583,-5.524221503935761,-0.0992758607527899,359.3034285714286,14.142857142857142,0.20204081632653062,0.18571428571428572,0.24152294576982397,0.7,0.84,3.2857142857142856,0.14285714285714285,1.0,2.833213344056216,2.1972245773362196,3,0.4253849909586963,6731.0,44,1,440
AH-10195,0,55,975,1.6094379124341003,7.380556242038869,-6.004378057662057,-0.2520757326867405,400.8705,8.25,0.4041666666666667,0.36250000000000004,0.2783882181415011,0.8,1.0,2.75,0.0,0.0,2.1972245773362196,1.791759469228055,2,0.9170929265186637,3177.0,49,1,690
AH-10210,1,6,1120,2.302585092994046,8.692304147533164,7.407387489588196,0.2765521940290388,661.7657777777778,8.222222222222221,0.08148148148148149,0.08888888888888889,0.1028991510855053,0.2,0.47058823529411764,5.0,0.0,0.0,2.6390573296152584,2.0794415416798357,2,0.5970947760637701,4014.0,45,1,690
AH-10465,0,230,861,1.791759469228055,7.822601608208849,-5.283813187650221,-0.0785929150358605,499.07831999999996,7.0,0.128,0.12000000000000002,0.12282391577259816,0.236,0.625,4.2,0.2,0.2,2.1972245773362196,2.1972245773362196,3,0.5704457769273569,3191.0,48,0,380
AH-10585,1,21,1139,1.6094379124341003,6.605979691196401,4.442215867604682,0.11369335846522158,184.626,4.25,0.125,0.125,0.10954451150103323,0.2,0.6,3.5,0.0,0.0,1.791759469228055,1.791759469228055,3,0.5199159381668887,5759.0,46,1,790
AH-10690,1,410,957,2.5649493574615367,8.982206137896,7.194684718276625,0.1672698950921289,663.2645,8.666666666666666,0.13472222222222222,0.11666666666666668,0.24480101354341663,0.6699999999999999,0.625,4.333333333333333,0.16666666666666666,0.5833333333333334,3.1780538303479458,2.6390573296152584,3,0.5041593512090576,9727.0,35,1,310
AI-10855,1,13,1328,2.3978952727983707,8.708927971150356,6.902465412275441,0.16409606677690908,605.5746,7.7,0.09285714285714286,0.09,0.10841764600337106,0.2,0.3684210526315789,3.9,0.0,0.0,2.9444389791664403,2.3978952727983707,3,0.6148685892704219,2696.0,39,0,680
AJ-10780,1,75,1375,2.0794415416798357,8.584839503365359,5.514188538095139,0.046212665925584435,764.1334285714285,12.0,0.18571428571428572,0.18571428571428572,0.1745743121887939,0.2,0.14285714285714285,4.0,0.14285714285714285,0.14285714285714285,2.772588722239781,2.3978952727983707,3,0.5929162707933955,3935.0,49,0,490
AJ-10795,1,166,1159,2.0794415416798357,8.41236386798417,7.055922148616051,0.25741074259045704,643.0558571428571,12.571428571428571,0.10331632653061226,0.08571428571428573,0.09916316520429012,0.2,0.42857142857142855,4.142857142857143,0.2857142857142857,1.5714285714285714,3.091042453358316,2.6390573296152584,3,0.6152598163545446,2853.0,39,1,570
AJ-10945,1,85,1312,2.0794415416798357,7.541958923908132,6.286985316542002,0.2847040095090528,269.21714285714285,6.285714285714286,0.05714285714285715,0.05714285714285715,0.08090398349558905,0.2,0.18181818181818182,4.285714285714286,0.0,0.0,2.3978952727983707,2.0794415416798357,3,0.6318213656527922,9281.0,50,1,330
AJ-10960,1,74,1128,1.3862943611198906,6.446113392719083,4.117841338133498,0.09602970529902358,209.7493333333333,7.333333333333333,0.03333333333333333,0.03333333333333333,0.0894427190999916,0.12000000000000002,0.2,4.0,0.0,0.0,1.791759469228055,1.791759469228055,1,1.0,9559.0,36,1,730
AM-10360,1,28,1152,1.791759469228055,7.129058738365118,5.926612910288145,0.2998973291131321,249.3404,12.4,0.126,0.11000000000000001,0.14917354742965408,0.2,0.42857142857142855,3.0,0.0,0.0,2.5649493574615367,2.0794415416798357,3,0.522018894651649,9915.0,32,1,360
AM-10705,1,162,993,2.1972245773362196,8.642066056949712,6.990930858698626,0.19168933312759026,708.00275,10.125,0.14285714285714285,0.1375,0.16488222216523887,0.2,0.18181818181818182,4.625,0.0,0.0,3.1354942159291497,2.4849066497880004,3,0.6280229843740014,5945.0,26,1,540
AO-10810,0,501,0,0.6931471805599453,5.7793845681497515,3.2265264837987235,0.075,322.56,4.0,0.2,0.2,0.0,0.2,1.0,3.0,0.0,0.0,0.6931471805599453,0.6931471805599453,1,1.0,7165.0,48,1,350
AP-10720,1,41,1356,2.1972245773362196,7.4176921078869675,5.672063367301654,0.17403919994519845,208.02325,11.0,0.17470238095238094,0.19375,0.16944180805158293,0.2200000000000003,0.65,3.875,0.0,0.0,2.995732273553991,2.3978952727983707,3,0.4535178159172112,8444.0,34,1,640
AP-10915,1,98,1126,2.3978952727983707,8.162848672782989,6.448520813571154,0.179850939476489,350.7166,11.1,0.10300000000000001,0.095,0.14382723841402198,0.2,0.35294117647058826,4.6,0.1,0.2,3.4339872044851463,2.772588722239781,3,0.3903721694382302,8034.0,48,0,360
AR-10345,0,111,1095,1.9459101490553132,7.009313173833026,-5.338355053579567,-0.18733260149706935,184.31566666666666,4.333333333333333,0.15,0.15,0.1766981104093143,0.4,0.4,3.5,0.0,0.0,1.791759469228055,1.791759469228055,3,0.6362725541507595,8795.0,32,0,750
AR-10405,0,125,1058,1.791759469228055,7.712948179343546,-4.602813410974314,-0.04416768628629489,447.22559999999993,5.8,0.1,0.1,0.12909944487358055,0.24000000000000005,0.42857142857142855,4.0,0.0,0.0,2.0794415416798357,1.791759469228055,3,0.784484609110033,6865.0,26,0,310
AR-10510,1,14,1323,1.791759469228055,5.582984899838946,3.7992909421068455,0.16487518122508152,52.97280000000001,6.6,0.12666666666666665,0.12000000000000002,0.26095064302514775,0.5200000000000001,0.5714285714285714,3.6,0.0,0.0,2.0794415416798357,1.9459101490553132,2,0.5480472997462849,7486.0,45,1,540
AR-10540,1,6,1124,1.9459101490553132,8.796255419525007,7.967495337769616,0.4365050311359036,1101.4080000000001,5.5,0.08333333333333333,0.08333333333333333,0.1,0.2,0.3333333333333333,3.3333333333333335,0.16666666666666666,0.3333333333333333,2.302585092994046,1.791759469228055,3,0.8493446570208315,2982.0,34,1,700
AR-10570,1,534,0,0.6931471805599453,4.49032034430915,3.5155077278395663,0.3701985252410664,88.15,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0986122886681098,1.0986122886681098,2,0.5870674985819625,7255.0,35,1,450
AR-10825,1,58,1220,2.1972245773362196,8.41722610503512,6.206243613450471,0.1093960740480035,565.417,6.75,0.0875,0.075,0.10919284281983378,0.2,0.38461538461538464,4.5,0.0,0.0,2.6390573296152584,2.1972245773362196,3,0.4962196042920535,7195.0,49,1,760
AS-10045,0,88,1163,2.0794415416798357,8.386867170380635,-5.64425254511215,-0.06418852491519005,626.8637142857143,10.285714285714286,0.2833333333333333,0.2928571428571428,0.28802488318430636,0.7,0.8125,3.5714285714285716,0.0,0.0,2.3978952727983707,1.9459101490553132,3,0.6452489331242197,7472.0,50,1,420
AS-10090,0,28,1166,2.302585092994046,8.291305879430965,-5.70832613657274,-0.07531674707375052,443.11555555555555,10.777777777777779,0.1527777777777778,0.12777777777777777,0.2442689884321737,0.7,0.625,3.888888888888889,0.0,0.0,3.2188758248682006,2.5649493574615367,3,0.526559412643805,6855.0,35,0,720
AS-10135,1,41,371,1.0986122886681098,4.740225416980956,3.7657108572177886,0.3718878900052882,56.730000000000004,8.5,0.05,0.05,0.10954451150103323,0.2,0.4,4.5,0.0,0.0,1.3862943611198906,1.3862943611198906,2,0.9631588224925083,7293.0,34,0,510
AS-10225,1,22,1146,1.791759469228055,8.357443130942544,6.580327160747382,0.16893020157792552,852.1568000000001,8.2,0.05714285714285715,0.04,0.09607689228305229,0.2,0.3076923076923077,4.2,0.2,0.2,2.6390573296152584,2.3978952727983707,3,0.4378583847479713,7619.0,44,1,700
AS-10240,1,192,1193,2.0794415416798357,6.372650623755974,3.5471949147330264,0.05767249165252611,83.51542857142859,5.571428571428571,0.17857142857142858,0.15,0.2594372608313854,0.7,0.7692307692307693,3.7142857142857144,0.0,0.0,2.6390573296152584,2.0794415416798357,2,0.8911817833488423,9563.0,45,0,350
AS-10285,1,19,569,1.9459101490553132,8.140911281038491,6.044312182880843,0.12261795535119922,571.8406666666666,9.333333333333334,0.19999999999999998,0.19999999999999998,0.23664319132398468,0.4,0.6363636363636364,3.6666666666666665,0.16666666666666666,0.3333333333333333,2.1972245773362196,1.9459101490553132,3,0.8419653026892105,8295.0,31,0,720
AS-10630,1,92,1154,2.0794415416798357,6.726710506751763,4.9235650062805085,0.16377757086050124,119.05685714285714,4.857142857142857,0.15238095238095237,0.14285714285714285,0.10298573010888745,0.2,0.8333333333333334,5.571428571428571,0.0,0.0,2.3978952727983707,2.302585092994046,3,0.4248150343533342,6944.0,33,0,680
AT-10435,1,21,1110,1.9459101490553132,7.0765980706469955,4.65174838174867,0.0877208703106006,197.15566666666666,5.333333333333333,0.2611111111111111,0.25,0.28596814119369623,0.7,0.4,4.166666666666667,0.0,0.0,2.302585092994046,2.0794415416798357,3,0.766118819815814,4481.0,44,1,670
AT-10735,1,13,1204,2.3978952727983707,8.276101532121386,6.888680506735193,0.24952747662333166,392.7848,6.2,0.08666666666666667,0.08,0.1028991510855053,0.2,0.47058823529411764,4.0,0.0,0.0,2.833213344056216,2.302585092994046,3,0.8420896124289942,4493.0,43,1,570
AW-10840,1,20,971,1.6094379124341003,6.9096414989502515,4.3799444684695565,0.07876365787180982,250.222,8.75,0.19166666666666665,0.175,0.2713602101199873,0.7400000000000002,0.75,2.75,0.0,0.0,2.1972245773362196,2.1972245773362196,3,0.6212083669701305,6343.0,36,0,620
AW-10930,0,46,1218,2.0794415416798357,7.963521303455677,-4.567848308903994,-0.03318160808805312,410.4537142857143,10.285714285714286,0.20612244897959187,0.18571428571428572,0.2749331469541598,0.8,0.7777777777777778,4.142857142857143,0.0,0.0,2.833213344056216,2.3978952727983707,3,0.47167315890150835,9983.0,44,0,470
AY-10555,1,14,1349,1.6094379124341003,6.3368080318747655,4.709958037705219,0.1951231404812142,140.9975,10.25,0.1375,0.15000000000000002,0.10444659357341872,0.2,0.5454545454545454,4.25,0.5,2.0,2.3978952727983707,1.9459101490553132,3,0.5723186581322364,4876.0,26,1,640
AZ-10750,1,160,1223,1.9459101490553132,7.392042658026104,5.0495373667454535,0.09552933444635016,270.33633333333336,6.666666666666667,0.11666666666666668,0.11666666666666668,0.09653072991634229,0.2,0.6666666666666666,4.166666666666667,0.0,0.0,2.5649493574615367,2.0794415416798357,3,0.5699776451309418,3952.0,46,1,760
BB-10990,1,105,1146,1.791759469228055,6.6335026268420165,2.901196293979313,0.022651816529230456,151.828,5.8,0.18,0.18,0.24585451886114373,0.2599999999999998,0.5,4.0,0.0,0.0,2.1972245773362196,2.0794415416798357,2,0.5459282872724398,8339.0,28,1,670
BB-11545,1,28,910,2.302585092994046,8.8197729403601,6.923702444311584,0.15003189605021067,751.7475555555556,9.222222222222221,0.15925925925925927,0.18333333333333335,0.27999060134601883,0.8,0.5,4.444444444444445,0.0,0.0,3.044522437723423,2.1972245773362196,3,0.7048019074961335,4310.0,41,0,570
BC-11125,1,202,1070,2.302585092994046,8.18963867347979,5.543126906061911,0.07064018076737304,400.2688888888889,8.222222222222221,0.11666666666666667,0.1111111111111111,0.10195713274212867,0.2,0.6521739130434783,3.4444444444444446,0.0,0.0,2.9444389791664403,1.9459101490553132,3,0.635681569611539,8361.0,38,0,550
BD-11320,1,33,910,2.5649493574615367,8.651640339608607,6.9989695364830355,0.19139628935523714,476.54341666666664,6.25,0.09305555555555556,0.08333333333333333,0.10841764600337106,0.2,0.3684210526315789,4.416666666666667,0.08333333333333333,0.08333333333333333,2.995732273553991,2.1972245773362196,3,0.7892098324024691,7626.0,38,1,490
BD-11500,1,35,1393,1.9459101490553132,8.53217303127574,7.248355626075622,0.2768354602250524,845.7438333333333,9.833333333333334,0.07916666666666668,0.04583333333333334,0.23171789274499677,0.2,0.3333333333333333,4.166666666666667,0.0,0.0,2.3978952727983707,2.302585092994046,3,0.7641655875705469,8553.0,32,0,310
BD-11560,1,278,666,1.0986122886681098,5.773121952734813,4.768257953666747,0.36411680289511456,160.26999999999998,5.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.6094379124341003,1.0986122886681098,2,0.5259250015598678,2093.0,39,0,630
BD-11605,1,97,1350,2.302585092994046,8.161847934480354,6.487242977556948,0.18715025471956873,389.2952222222222,9.444444444444445,0.07444444444444445,0.07777777777777778,0.11064846589064202,0.2,0.34782608695652173,4.777777777777778,0.1111111111111111,0.5555555555555556,3.044522437723423,2.6390573296152584,3,0.6245731245952443,8059.0,48,0,360
BD-11620,1,69,1209,1.9459101490553132,7.458161935593855,5.393331593471719,0.12633595274669093,288.8263333333333,5.166666666666667,0.18333333333333335,0.18333333333333335,0.1201850425154663,0.24000000000000005,0.7777777777777778,2.1666666666666665,0.0,0.0,2.1972245773362196,2.0794415416798357,3,0.39431423035064894,3608.0,42,0,340
BD-11635,1,9,1172,1.3862943611198906,6.484094631519908,5.13711521677401,0.2588924280114925,217.88199999999998,7.666666666666667,0.10000000000000002,0.10000000000000002,0.09831920802501751,0.2,0.5,4.0,0.3333333333333333,1.0,1.791759469228055,1.791759469228055,3,0.5308683905355499,4351.0,34,0,460
BD-11725,1,93,817,1.9459101490553132,7.485132396496202,5.923625919938973,0.2093759127367499,296.72666666666663,5.833333333333333,0.03333333333333333,0.03333333333333333,0.05547001962252292,0.0,0.07692307692307693,4.0,0.16666666666666666,0.16666666666666666,2.3978952727983707,2.0794415416798357,2,0.6045069536498235,4982.0,37,1,630
BD-11770,1,327,333,1.9459101490553132,6.498634497033296,4.961037403803891,0.21371310879719677,110.53899999999999,3.8333333333333335,0.15,0.15,0.1009049958219026,0.2,0.6363636363636364,4.333333333333333,0.0,0.0,2.3978952727983707,2.0794415416798357,3,0.48623562724468294,5704.0,43,0,480
BE-11335,1,119,595,1.791759469228055,8.411720669485943,7.3810076877242095,0.35660952015962666,899.6992,9.0,0.04,0.04,0.06030226891555273,0.0,0.09090909090909091,3.8,0.2,0.6,2.302585092994046,1.9459101490553132,3,0.7554880564526455,2121.0,34,1,450
BE-11410,1,98,593,1.791759469228055,7.841661935334103,6.751817352981496,0.3360077926264926,508.686,4.8,0.16,0.16,0.07559289460184544,0.2,0.8571428571428571,2.8,0.0,0.0,1.791759469228055,1.6094379124341003,2,0.6486319654954136,7876.0,29,0,580
BE-11455,1,254,626,1.9459101490553132,7.904068287551887,4.478822074569516,0.032183913140800394,451.21299999999997,8.666666666666666,0.10555555555555557,0.10000000000000002,0.23944379994757292,0.55,0.5625,3.1666666666666665,0.0,0.0,2.6390573296152584,2.3978952727983707,3,0.726926455280913,8699.0,47,0,750
BF-10975,1,91,1173,2.0794415416798357,6.432074766684067,5.461339294520866,0.3778031531342773,88.63742857142859,6.428571428571429,0.12142857142857143,0.12142857142857143,0.18708286933869708,0.2,0.5714285714285714,4.142857142857143,0.0,0.0,2.6390573296152584,1.9459101490553132,2,0.9209363345378121,4036.0,39,1,520
BF-11005,0,39,1152,1.6094379124341003,7.196596679153765,-5.678058088303631,-0.2184462620325666,333.47,6.5,0.235,0.22499999999999998,0.23944379994757295,0.6,0.5,4.25,0.25,1.25,2.3978952727983707,1.9459101490553132,3,0.6793294749152847,5392.0,27,0,540
BF-11020,1,74,1340,2.1972245773362196,8.175653416484327,5.750336489713107,0.08819347951905993,444.04699999999997,12.875,0.18854166666666666,0.1625,0.20700000688164927,0.6,0.9259259259259259,2.75,0.0,0.0,3.091042453358316,2.4849066497880004,3,0.5872441430749448,4974.0,33,1,470
BF-11080,1,25,1102,1.3862943611198906,6.213727710994884,5.316916328553239,0.4066804396662388,166.18666666666664,15.333333333333334,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.9459101490553132,1.6094379124341003,1,1.0,9083.0,38,1,310
BF-11170,1,16,1340,2.6390573296152584,9.039687747601274,7.591521646982579,0.2349101154143986,648.4726153846154,11.23076923076923,0.13743589743589743,0.11538461538461539,0.13901195748684475,0.23999999999999985,0.4594594594594595,4.461538461538462,0.0,0.0,3.332204510175204,2.6390573296152584,3,0.492895257779701,8390.0,36,0,360
BF-11215,1,65,1081,1.6094379124341003,7.369072540736356,6.261898662562864,0.33006929260227025,396.2905,12.0,0.060000000000000005,0.05,0.09258200997725514,0.2,0.25,5.25,0.0,0.0,2.1972245773362196,1.9459101490553132,3,0.47279710212583953,8937.0,40,1,460
BF-11275,1,57,1321,1.3862943611198906,6.675810611214858,3.291017865844954,0.03266480637381785,263.9966666666666,3.6666666666666665,0.13333333333333333,0.13333333333333333,0.1,0.2,0.75,4.333333333333333,0.0,0.0,1.6094379124341003,1.6094379124341003,3,0.45628858950239265,2344.0,42,0,420
BG-11035,0,28,1122,2.1972245773362196,7.966363294260474,-6.551349156050657,-0.24265942840801352,360.16949999999997,5.25,0.15625,0.15625,0.16854255666327542,0.2,0.7857142857142857,3.625,0.0,0.0,2.5649493574615367,2.302585092994046,3,0.6723237253570888,6206.0,30,0,490
BG-11695,1,36,1292,1.9459101490553132,7.906606162491659,5.184983481227512,0.0654237406785155,452.36000000000007,4.333333333333333,0.16111111111111112,0.15,0.17320508075688773,0.4,0.5555555555555556,3.6666666666666665,0.0,0.0,2.1972245773362196,2.1972245773362196,3,0.6189671942700504,6172.0,41,0,420
BG-11740,1,57,1320,1.9459101490553132,6.992430930287093,4.864880161715074,0.11831861271846401,181.22733333333335,4.833333333333333,0.15,0.15,0.08432740427115679,0.2,0.8,4.0,0.0,0.0,2.0794415416798357,1.9459101490553132,3,0.601483955694689,8502.0,47,1,570
BG-18435,1,1,1095,1.791759469228055,6.382289678476631,5.2986093239243335,0.3372270786745274,118.056,8.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,1.0986122886681098,1.0986122886681098,2,0.7512028190011519,9559.0,41,1,560
BH-11710,1,23,1276,2.1972245773362196,8.749961634495445,6.6965808115465295,0.1281622506952274,788.68075,13.125,0.2080357142857143,0.19374999999999998,0.2270992603996633,0.53,0.5,3.875,0.375,1.125,3.2188758248682006,2.5649493574615367,3,0.4064585068166048,3370.0,41,0,520
BK-11260,0,77,1167,1.9459101490553132,6.492448904073105,-4.170756069676201,-0.09673907436682452,109.85633333333334,9.666666666666666,0.09444444444444446,0.09166666666666667,0.2976995129320839,0.7,0.4375,4.833333333333333,0.16666666666666666,1.0,2.833213344056216,2.3978952727983707,3,0.5234897699722971,6234.0,26,1,520
BM-11140,0,307,901,1.6094379124341003,9.425585452332205,-7.359034890273438,-0.1265513733222866,2410.7200066666705,19.186500000000013,0.1154761904761905,0.07500000000000001,0.1936771088973153,0.2900000000000002,0.45454545454545453,3.0,0.0,0.0,2.833213344056216,2.4849066497880004,3,0.6822402488642135,2307.0,50,0,740
